1.000000000000000000e+00,4.768473609129814861e+01,3.535709939540213043e+01,5.635120941825650862e-03,4.352601683623081641e+01,3.918687589158345475e+01,3.510773075349898420e+01,5.253144382958931449e-03,3.531005533695976339e+01,3.135235378031383746e+01,2.265045451677958255e+01,4.938505780160560438e-03,2.770773651455534292e+01,1.575886524822695094e+02,1.026052613047634168e+02,1.842113193900307309e-03,1.562365413979466950e+02,9.612482269503546206e+01,1.037307177707359784e+01,-3.120154136141719842e-03,9.841501583096348327e+01
2.000000000000000000e+00,5.739825581395349019e+01,6.372802021362907965e+01,5.635120941825650862e-03,4.352601683623081641e+01,4.560901162790697327e+01,6.131951181381813143e+01,5.253144382958931449e-03,3.531005533695976339e+01,3.615552325581395365e+01,4.338714972620294930e+01,4.938505780160560438e-03,2.770773651455534292e+01,1.230226628895184149e+02,7.046690848975597987e+01,1.842113193900307309e-03,1.562365413979466950e+02,9.832531824611032789e+01,3.218071857700977922e+00,-3.120154136141719842e-03,9.841501583096348327e+01
3.000000000000000000e+00,4.735225618631731948e+01,2.873181077570777120e+01,5.635120941825650862e-03,4.352601683623081641e+01,4.081540697674418539e+01,2.792668122971875988e+01,5.253144382958931449e-03,3.531005533695976339e+01,3.441048034934497935e+01,1.280093819721209059e+01,4.938505780160560438e-03,2.770773651455534292e+01,1.477646219686162681e+02,2.035523004633693063e+02,1.842113193900307309e-03,1.562365413979466950e+02,9.289586305278173484e+01,2.577374893416986623e+01,-3.120154136141719842e-03,9.841501583096348327e+01
4.000000000000000000e+00,4.218840579710145278e+01,3.021667716866207698e+01,5.635120941825650862e-03,4.352601683623081641e+01,3.527496382054992807e+01,4.707345423168661114e+01,5.253144382958931449e-03,3.531005533695976339e+01,2.840579710144927361e+01,1.237156059651335660e+01,4.938505780160560438e-03,2.770773651455534292e+01,1.499914651493598967e+02,8.052624294579781861e+01,1.842113193900307309e-03,1.562365413979466950e+02,9.221388101983002628e+01,1.283669116997967841e+01,-3.120154136141719842e-03,9.841501583096348327e+01
5.000000000000000000e+00,5.174483775811209085e+01,2.958533470819127587e+01,5.635120941825650862e-03,4.352601683623081641e+01,2.606637168141593008e+01,2.658820254783685186e+02,5.253144382958931449e-03,3.531005533695976339e+01,4.547345132743362939e+01,8.185991463701041937e+01,4.938505780160560438e-03,2.770773651455534292e+01,1.409928774928774828e+02,6.344581821576147718e+01,1.842113193900307309e-03,1.562365413979466950e+02,9.605106382978723900e+01,7.325052059755540412e+00,-3.120154136141719842e-03,9.841501583096348327e+01
6.000000000000000000e+00,4.556998556998556893e+01,1.711378888868069481e+01,5.635120941825650862e-03,4.352601683623081641e+01,3.871572871572871577e+01,3.139826631601519225e+01,5.253144382958931449e-03,3.531005533695976339e+01,3.138961038961038952e+01,1.366349955960344431e+01,4.938505780160560438e-03,2.770773651455534292e+01,1.467038626609441963e+02,2.255131610455158011e+02,1.842113193900307309e-03,1.562365413979466950e+02,9.478540772532188896e+01,9.650659740770153761e+00,-3.120154136141719842e-03,9.841501583096348327e+01
7.000000000000000000e+00,3.836005830903790326e+01,9.053362332021528402e+01,5.635120941825650862e-03,4.352601683623081641e+01,3.490816326530612201e+01,2.280659100374844286e+02,5.253144382958931449e-03,3.531005533695976339e+01,2.792565597667638500e+01,5.131371494870364813e+01,4.938505780160560438e-03,2.770773651455534292e+01,1.713977272727272805e+02,1.331003357438012529e+02,1.842113193900307309e-03,1.562365413979466950e+02,8.897021276595744155e+01,4.501329711785122356e+01,-3.120154136141719842e-03,9.841501583096348327e+01
8.000000000000000000e+00,4.948160535117057179e+01,4.980484558338270773e+01,5.635120941825650862e-03,4.352601683623081641e+01,3.322096317280453093e+01,2.333789373159241052e+02,5.253144382958931449e-03,3.531005533695976339e+01,3.192809364548494955e+01,2.194633449290280680e+01,4.938505780160560438e-03,2.770773651455534292e+01,1.644127659574468225e+02,1.138055107891957078e+02,1.842113193900307309e-03,1.562365413979466950e+02,9.200283286118980186e+01,1.422945373127142688e+01,-3.120154136141719842e-03,9.841501583096348327e+01
9.000000000000000000e+00,5.075322812051649635e+01,2.665359431381468625e+01,5.635120941825650862e-03,4.352601683623081641e+01,4.161549497847919810e+01,4.066994641927178833e+01,5.253144382958931449e-03,3.531005533695976339e+01,3.362840746054519059e+01,1.848889172493706212e+01,4.938505780160560438e-03,2.770773651455534292e+01,1.456315789473684106e+02,1.032739387587034372e+02,1.842113193900307309e-03,1.562365413979466950e+02,9.796033994334277395e+01,6.137237278206214341e+00,-3.120154136141719842e-03,9.841501583096348327e+01
1.000000000000000000e+01,4.446242774566474054e+01,2.015433860135654811e+02,5.635120941825650862e-03,4.352601683623081641e+01,3.861857142857142833e+01,2.183502265306123604e+02,5.253144382958931449e-03,3.531005533695976339e+01,3.251734104046242635e+01,2.264549016004540647e+02,4.938505780160560438e-03,2.770773651455534292e+01,1.384176136363636260e+02,1.284449170325412126e+02,1.842113193900307309e-03,1.562365413979466950e+02,9.720596590909090651e+01,2.436524849883785748e+01,-3.120154136141719842e-03,9.841501583096348327e+01
